,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
436,male,group D,associate's degree,standard,none,75,68,64
437,male,group D,associate's degree,free/reduced,none,75,66,73
438,male,group C,high school,standard,none,70,56,51
439,male,group D,some high school,standard,completed,89,88,82
440,female,group C,some college,standard,completed,67,81,79
441,female,group D,high school,standard,none,78,81,80
442,female,group A,some high school,free/reduced,none,59,73,69
443,female,group B,associate's degree,standard,none,73,83,76
444,male,group A,some high school,free/reduced,none,79,82,73
445,female,group C,some high school,standard,completed,67,74,77
446,male,group D,some college,free/reduced,none,69,66,60
447,male,group C,high school,standard,completed,86,81,80
448,male,group B,high school,standard,none,47,46,42
449,male,group B,associate's degree,standard,none,81,73,72
450,female,group C,some college,free/reduced,completed,64,85,85
451,female,group E,some college,standard,none,100,92,97
452,female,group C,associate's degree,free/reduced,none,65,77,74
453,male,group C,some college,free/reduced,none,65,58,49
454,female,group C,associate's degree,free/reduced,none,53,61,62
455,male,group C,bachelor's degree,free/reduced,none,37,56,47
456,female,group D,bachelor's degree,standard,none,79,89,89
457,male,group D,associate's degree,free/reduced,none,53,54,48
458,female,group E,bachelor's degree,standard,none,100,100,100
459,male,group B,high school,standard,completed,72,65,68
460,male,group C,bachelor's degree,free/reduced,none,53,58,55
461,male,group B,some college,free/reduced,none,54,54,45
462,female,group E,some college,standard,none,71,70,76
463,female,group C,some college,free/reduced,none,77,90,91
464,male,group A,bachelor's degree,standard,completed,75,58,62
465,female,group C,some college,standard,none,84,87,91
466,female,group D,associate's degree,free/reduced,none,26,31,38
467,male,group A,high school,free/reduced,completed,72,67,65
468,female,group A,high school,free/reduced,completed,77,88,85
469,male,group C,some college,standard,none,91,74,76
470,female,group C,associate's degree,standard,completed,83,85,90
471,female,group C,high school,standard,none,63,69,74
472,female,group C,associate's degree,standard,completed,68,86,84
473,female,group D,some high school,standard,none,59,67,61
474,female,group B,associate's degree,standard,completed,90,90,91
475,female,group D,bachelor's degree,standard,completed,71,76,83
476,male,group E,bachelor's degree,standard,completed,76,62,66
477,male,group D,associate's degree,standard,none,80,68,72
478,female,group D,master's degree,standard,none,55,64,70
479,male,group E,associate's degree,standard,none,76,71,67
480,male,group B,high school,standard,completed,73,71,68
481,female,group D,associate's degree,free/reduced,none,52,59,56
482,male,group C,some college,free/reduced,none,68,68,61
483,male,group A,high school,standard,none,59,52,46
484,female,group B,associate's degree,standard,none,49,52,54
485,male,group C,high school,standard,none,70,74,71
486,male,group D,some college,free/reduced,none,61,47,56
487,female,group C,associate's degree,free/reduced,none,60,75,74
488,male,group B,some high school,standard,completed,64,53,57
489,male,group A,associate's degree,free/reduced,completed,79,82,82
490,female,group A,associate's degree,free/reduced,none,65,85,76
491,female,group C,associate's degree,standard,none,64,64,70
492,female,group C,some college,standard,none,83,83,90
493,female,group C,bachelor's degree,standard,none,81,88,90
494,female,group B,high school,standard,none,54,64,68
495,male,group D,high school,standard,completed,68,64,66
496,female,group C,some college,standard,none,54,48,52
497,female,group D,some college,free/reduced,completed,59,78,76
498,female,group B,some high school,standard,none,66,69,68
499,male,group E,some college,standard,none,76,71,72
500,female,group D,master's degree,standard,none,74,79,82
501,female,group B,associate's degree,standard,completed,94,87,92
502,male,group C,some college,free/reduced,none,63,61,54
503,female,group E,associate's degree,standard,completed,95,89,92
504,female,group D,master's degree,free/reduced,none,40,59,54
505,female,group B,some high school,standard,none,82,82,80
506,male,group A,high school,standard,none,68,70,66
507,male,group B,bachelor's degree,free/reduced,none,55,59,54
508,male,group C,master's degree,standard,none,79,78,77
509,female,group C,bachelor's degree,standard,none,86,92,87
510,male,group D,some college,standard,none,76,71,73
511,male,group A,some high school,standard,none,64,50,43
512,male,group D,some high school,free/reduced,none,62,49,52
513,female,group B,some high school,standard,completed,54,61,62
514,female,group B,master's degree,free/reduced,completed,77,97,94
515,female,group C,some high school,standard,completed,76,87,85
516,female,group D,some college,standard,none,74,89,84
517,female,group E,some college,standard,completed,66,74,73
518,female,group D,some high school,standard,completed,66,78,78
519,female,group B,high school,free/reduced,completed,67,78,79
520,male,group D,some college,standard,none,71,49,52
521,female,group C,associate's degree,standard,none,91,86,84
522,male,group D,bachelor's degree,standard,none,69,58,57
523,male,group C,master's degree,free/reduced,none,54,59,50
524,male,group C,high school,standard,completed,53,52,49
525,male,group E,some college,standard,none,68,60,59
526,male,group C,some high school,free/reduced,completed,56,61,60
527,female,group C,high school,free/reduced,none,36,53,43
528,female,group D,bachelor's degree,free/reduced,none,29,41,47
529,female,group C,associate's degree,standard,none,62,74,70
530,female,group C,associate's degree,standard,completed,68,67,73
531,female,group C,some high school,standard,none,47,54,53
532,male,group E,associate's degree,standard,completed,62,61,58
533,female,group E,associate's degree,standard,completed,79,88,94
534,male,group B,high school,standard,completed,73,69,68
535,female,group C,bachelor's degree,free/reduced,completed,66,83,83
536,male,group C,associate's degree,standard,completed,51,60,58
537,female,group D,high school,standard,none,51,66,62
538,male,group E,bachelor's degree,standard,completed,85,66,71
539,male,group A,associate's degree,standard,completed,97,92,86
540,male,group C,high school,standard,completed,75,69,68
541,male,group D,associate's degree,free/reduced,completed,79,82,80
542,female,group C,associate's degree,standard,none,81,77,79
543,female,group D,associate's degree,standard,none,82,95,89
544,female,group D,master's degree,standard,none,64,63,66
545,male,group E,some high school,free/reduced,completed,78,83,80
546,female,group A,some high school,standard,completed,92,100,97
547,male,group C,high school,standard,completed,72,67,64
548,female,group C,high school,free/reduced,none,62,67,64
549,male,group C,master's degree,standard,none,79,72,69
550,male,group C,some high school,free/reduced,none,79,76,65
551,male,group B,bachelor's degree,free/reduced,completed,87,90,88
552,female,group B,associate's degree,standard,none,40,48,50
553,male,group D,some college,free/reduced,none,77,62,64
554,male,group E,associate's degree,standard,none,53,45,40
555,female,group C,some college,free/reduced,none,32,39,33
556,female,group C,associate's degree,standard,completed,55,72,79
557,male,group C,master's degree,free/reduced,none,61,67,66
558,female,group B,associate's degree,free/reduced,none,53,70,70
559,male,group D,some high school,standard,none,73,66,62
560,female,group D,some college,standard,completed,74,75,79
561,female,group C,some college,standard,none,63,74,74
562,male,group C,bachelor's degree,standard,completed,96,90,92
563,female,group D,some college,free/reduced,completed,63,80,80
564,male,group B,bachelor's degree,free/reduced,none,48,51,46
565,male,group B,associate's degree,standard,none,48,43,45
566,female,group E,bachelor's degree,free/reduced,completed,92,100,100
567,female,group D,master's degree,free/reduced,completed,61,71,78
568,male,group B,high school,free/reduced,none,63,48,47
569,male,group D,bachelor's degree,free/reduced,none,68,68,67
570,male,group B,some college,standard,completed,71,75,70
571,male,group A,bachelor's degree,standard,none,91,96,92
572,female,group C,some college,standard,none,53,62,56
573,female,group C,high school,free/reduced,completed,50,66,64
574,female,group E,high school,standard,none,74,81,71
575,male,group A,associate's degree,free/reduced,completed,40,55,53
576,male,group A,some college,standard,completed,61,51,52
577,female,group B,high school,standard,none,81,91,89
578,female,group B,some college,free/reduced,completed,48,56,58
579,female,group D,master's degree,standard,none,53,61,68
580,female,group D,some high school,standard,none,81,97,96
581,female,group E,some high school,standard,none,77,79,80
582,female,group D,bachelor's degree,free/reduced,none,63,73,78
583,female,group D,associate's degree,standard,completed,73,75,80
584,female,group D,some college,standard,none,69,77,77
585,female,group C,associate's degree,standard,none,65,76,76
586,female,group A,high school,standard,none,55,73,73
587,female,group C,bachelor's degree,free/reduced,none,44,63,62
588,female,group C,some college,standard,none,54,64,65
589,female,group A,some high school,standard,none,48,66,65
590,male,group C,some college,free/reduced,none,58,57,54
591,male,group A,some high school,standard,none,71,62,50
592,male,group E,bachelor's degree,standard,none,68,68,64
593,female,group E,high school,standard,none,74,76,73
594,female,group C,bachelor's degree,standard,completed,92,100,99
595,female,group C,bachelor's degree,standard,completed,56,79,72
596,male,group B,high school,free/reduced,none,30,24,15
597,male,group A,some high school,standard,none,53,54,48
598,female,group D,high school,standard,none,69,77,73
599,female,group D,some high school,standard,none,65,82,81
600,female,group D,master's degree,standard,none,54,60,63
601,female,group C,high school,standard,none,29,29,30
602,female,group E,some college,standard,none,76,78,80
603,male,group D,high school,free/reduced,none,60,57,51
604,male,group D,master's degree,free/reduced,completed,84,89,90
605,male,group C,some high school,standard,none,75,72,62
606,female,group C,associate's degree,standard,none,85,84,82
607,female,group C,master's degree,free/reduced,none,40,58,54
608,female,group E,some college,standard,none,61,64,62
609,female,group B,associate's degree,standard,none,58,63,65
610,male,group D,some college,free/reduced,completed,69,60,63
611,female,group C,some college,standard,none,58,59,66
612,male,group C,bachelor's degree,standard,completed,94,90,91
613,female,group C,associate's degree,standard,none,65,77,74
614,female,group A,associate's degree,standard,none,82,93,93
615,female,group C,high school,standard,none,60,68,72
616,female,group E,bachelor's degree,standard,none,37,45,38
617,male,group D,bachelor's degree,standard,none,88,78,83
618,male,group D,master's degree,standard,none,95,81,84
619,male,group C,associate's degree,free/reduced,completed,65,73,68
620,female,group C,high school,free/reduced,none,35,61,54
621,male,group B,bachelor's degree,free/reduced,none,62,63,56
622,male,group C,high school,free/reduced,completed,58,51,52
623,male,group A,some college,standard,completed,100,96,86
624,female,group E,bachelor's degree,free/reduced,none,61,58,62
625,male,group D,some college,standard,completed,100,97,99
626,male,group B,associate's degree,free/reduced,completed,69,70,63
627,male,group D,associate's degree,standard,none,61,48,46
628,male,group D,some college,free/reduced,none,49,57,46
629,female,group C,some high school,standard,completed,44,51,55
630,male,group D,some college,standard,none,67,64,70
631,male,group B,high school,standard,none,79,60,65
632,female,group B,bachelor's degree,standard,completed,66,74,81
633,female,group C,high school,standard,none,75,88,85
634,male,group D,some high school,standard,none,84,84,80
635,male,group A,high school,standard,none,71,74,64
636,female,group B,high school,free/reduced,completed,67,80,81
637,female,group D,some high school,standard,completed,80,92,88
638,male,group E,some college,standard,none,86,76,74
639,female,group D,associate's degree,standard,none,76,74,73
640,male,group D,high school,standard,none,41,52,51
641,female,group D,associate's degree,free/reduced,completed,74,88,90
642,female,group B,some high school,free/reduced,none,72,81,79
643,female,group E,high school,standard,completed,74,79,80
644,male,group B,high school,standard,none,70,65,60
645,female,group B,bachelor's degree,standard,completed,65,81,81
646,female,group D,associate's degree,standard,none,59,70,65
647,female,group E,high school,free/reduced,none,64,62,68
648,female,group B,high school,standard,none,50,53,55
649,female,group D,some college,standard,completed,69,79,81
650,male,group C,some high school,free/reduced,completed,51,56,53
651,female,group A,high school,standard,completed,68,80,76
652,female,group D,some college,standard,completed,85,86,98
653,female,group A,associate's degree,standard,completed,65,70,74
654,female,group B,some high school,standard,none,73,79,79
655,female,group B,some college,standard,none,62,67,67
656,male,group C,associate's degree,free/reduced,none,77,67,64
657,male,group D,some high school,standard,none,69,66,61
658,female,group D,associate's degree,free/reduced,none,43,60,58
659,male,group D,associate's degree,standard,none,90,87,85
660,male,group C,some college,free/reduced,none,74,77,73
661,male,group C,some high school,standard,none,73,66,63
662,female,group D,some college,free/reduced,none,55,71,69
663,female,group C,high school,standard,none,65,69,67
664,male,group D,associate's degree,standard,none,80,63,63
665,female,group C,some high school,free/reduced,completed,50,60,60
